audio	VERB	audiuerimus	4	Aspect=Perf|Lilaflcat=LatI|Mood=Ind,Sub|Number=Plur|Person=1|Tense=Fut,Past|TraditionalMood=Indicativus,Subiunctivus|TraditionalTense=Futurum,Perfectum|Voice=Act	auditu,audire,audiens,audirentur,audirem,audiendos,audiuerim,audite,auditur,audiuit,audiretur,audienda,audimus,audior,audituri,audisses,audit,audiueram,audiuisti,audiebamus,audieras,audiente,audierint,audiebas,audieritis,audibant,audiantur,audita,audi,audientur,audierunt,audii,audito,audientibus,audiuero,audis,audiebam,audiuistis,audibis,audiatur,audiar,audiamus,auditus,auditae,audituros,auditote,audientium,auditum,audiebatis,audieramus,audiretis,audiuisse,audiri,audistis,audiam,audiebatur,audiit,audierit,auditi,audierant,audiuere,audienti,audisse,audisti,audiebant,audiemus,audiere,audin,audiuerant,audiuimus,audiebantur,audies,audiendi,audieram,audiuntur,audiendo,audiendis,audibat,audisset,audissem,audiero,audiuerat,audimur,audiuerit,auditam,audierim,audituram,audiuissent,audient,audiet,audituro,audissent,audiant,audiebat,auditurum,audietis,audias,audiat,audiunt,audientis,auditurus,audieris,audierat,audiuisset,audietur,auditos,audio,audiremus,audiuerunt,audirent,audientem,audiendam,audiret,audiui,audientes,audiendum,audiendus,audiatis,audires,audirer,audibam,auditis	Tac,InflClass[nominal],VerbForm,Case,InflClass,Gender
placide	ADJ	placide,placidius	32	Degree=Cmp|Form=Adverbial		
diu	NOUN	diu,diutissime,diutius	821	AdvType=Tim|Degree=Abs,Cmp|Form=Adverbial		
uel	CCONJ	uel	3653	ExtPos=SCONJ		
nihil	PRON	nichil,nil	491	Form=Adverbial|Polarity=Neg|PronType=Ind,Neg	nihilum,nihilo,nihil	Case,InflClass
ultimus	ADJ	ultuma,ultumum,ultumus	4	Case=Abl,Acc,Nom|Gender=Fem,Masc,Neut|Number=Sing	ultimorum,ulterius,ultimos,ultimarum,ultimas,ultime,ultima,ulteriorem,ultimum,ultimus,ultimam,ultimi,ultimo,ultimae,ultimis	InflClass,Degree
ad	ADP	ad	19035	AdpType=Prep|Gender=Fem,Masc,Neut|Proper=Yes		
nondum	PART	nondum	525	AdvType=Tim|Compound=Yes|Gender=Neut|Polarity=Neg		
tandem	ADV	tandem	516	PronType=Dem		
si	SCONJ	s,sei,si,sis	14286	ExtPos=SCONJ|PronType=Int		
simul	ADV	semul,simul	1349	AdvType=Tim|ExtPos=SCONJ|Gender=Masc		
pereo	VERB	periti	1	Aspect=Perf|Case=Nom|Gender=Masc|InflClass[nominal]=IndEurO|Lilaflcat=LatI|Number=Plur|TraditionalMood=Participium|TraditionalTense=Perfectum|VerbForm=Part|Voice=Pass	periturus,periture,pereamus,pereuntes,pereat,pereant,pereundi,perituros,periisti,pereo,perire,periistis,peribat,periturae,perituro,pereunda,pereuntibus,peribant,perires,pereundum,pereatis,perisses,peribo,pereundo,perissent,peri,periissem,peristi,peritura,perisse,peribit,perirent,pereuntium,perierunt,perisset,pereuntia,pereuntis,periturum,perierat,periit,perit,pereas,peribunt,periisset,perierint,periturorum,periremus,perierit,pereunt,periere,perimus,peris,pereuntem,perituri,perierant,periisse,periretis,peream,pereunte,periret,perituram,perii,perituras,perirem	Tac,Person,Mood,InflClass,Tense
cum	ADP	cum	6667	AdpType=Prep|Gender=Fem		
ecce	INTJ	eccam,eccas,ecce,eccillam,eccos,eccum	332	_		
alius	DET	aliter	16	Form=Adverbial|PronType=Con	alio,alias,aliam,alios,aliarum,alia,alius,alii,aliud,aliae,aliut,aliis,alium,aliorum,alie	Number,Case,Gender,InflClass
haud	PART	hau,haud,haut	916	PartType=Neg|Polarity=Neg		
nouus	ADJ	nouissime	2	Degree=Abs|Form=Adverbial	nouis,nouissimum,nouae,nouissimam,nouom,nouissimos,nouum,noue,nouissimo,nouos,nouorum,nouissumi,nouissimus,noua,noui,nouo,nouas,nouissimis,nouus,nouissima,nouissimae,nouarum,nouam,nouissimi	Proper,Number,Case,Gender,InflClass
certus	ADJ	certissime	1	Degree=Abs|Form=Adverbial	certius,certissimae,certissimus,certum,certam,certus,certissimas,certast,certos,certissimo,certas,certarum,certis,certo,certissimam,certiorem,certae,certissima,certiores,certi,certissimi,certiore,certissimis,certior,certa,certissimum,certiora,certorum	Number,Case,Gender,InflClass
ut	SCONJ	ut,uti,utut	20149	ExtPos=ADV|Gender=Fem,Masc,Neut|PronType=Int,Rel		
inter	ADP	inter	2912	AdpType=Prep|Gender=Fem,Neut		
ue	CCONJ	ue	666	_		
cum	SCONJ	cum,quom,quum	12004	Gender=Fem,Masc,Neut|PronType=Rel		
deficio	VERB	deficienter	2	Form=Adverbial|TraditionalMood=Participium|TraditionalTense=Praesens	deficiantur,defecto,defecerit,deficiuntur,deficiebant,deficiens,deficiant,defecit,defecere,deficitur,deficiat,defectis,deficiet,deficeret,deficimus,defecerant,deficerentur,defecturam,deficiamus,deficerent,deficiunt,defecisset,defectum,defecisse,defectae,deficiebat,defecimus,deficere,deficientibus,deficit,deficientes,deficeretur,defecissent,deficiam,deficient,deficiatis,defecerat,deficior,defeceris,deficientia,defecturos,defecerint,deficiendi,deficiente,deficiatur,defice,defecerunt,deficientem,deficientis,deficias,defecta,defici	Tac,Aspect,Person,InflClass[nominal],Mood,Number,VerbForm,Case,InflClass,Voice,Gender,Tense
de	ADP	de	9176	AdpType=Prep|Proper=Yes		
quamuis	SCONJ	quamuis	843	Compound=Yes|PronType=Rel		
per	ADP	per,perqu	10464	AdpType=Prep		
quoque	PART	quoque	2511	Form=Emp|Gender=Fem		
ceterum	DET	ceterum	372	Form=Adverbial|PronType=Con		
hactenus	DET	hactenus	64	Form=Adverbial		
opus	NOUN	opust	1	Gender=Neut	operum,opere,opu,operi,opus,operibus,opera,operis	Number,Case,InflClass
nisi	SCONJ	nisi	3738	Compound=Yes|Polarity=Neg		
quod	SCONJ	quod	11585	ExtPos=SCONJ|Gender=Neut|PronType=Rel		
multum	DET	multum,plurima,plurimum,plurumum	509	Degree=Abs|Form=Adverbial|Gender=Fem|NumType=Card|PronType=Ind	plus	Number,Case,InflClass
supra	ADP	supra	321	AdpType=Prep		
raro	ADJ	rarissime,rarius,raro	71	Degree=Abs,Cmp|Form=Adverbial		
numquam	ADV	numquam,nunquam	1302	AdvType=Tim|Compound=Yes|Polarity=Neg		
dumtaxat	VERB	dumtaxat	55	Form=Adverbial		
ibi	PRON	ibi	743	AdvType=Loc|Form=Adverbial|PronType=Dem		
enim	PART	enim,inter<iectast>	8141	Form=Emp		
super	ADP	super	613	AdpType=Prep		
apud	ADP	apud,aput	1757	AdpType=Prep|Gender=Masc		
ideo	DET	ideo	863	Compound=Yes|Form=Adverbial|PronType=Dem		
magis	ADJ	magi,magis,maxime,maxume	3451	Degree=Abs,Cmp|Form=Adverbial|Gender=Fem,Masc		
quam	SCONJ	quam,quamde	7156	ConjType=Cmpr|Gender=Fem|PronType=Rel		
pro	ADP	facturumsatiesse,pro	2528	AdpType=Prep|Gender=Fem,Masc		
mox	ADV	mox	544	AdvType=Tim		
secundum	ADP	secundum	3341	AdpType=Prep|VerbForm=Part		
partior	VERB	partitam	1	Aspect=Perf|Case=Acc|Gender=Fem|InflClass[nominal]=IndEurA|Lilaflcat=LatI|Number=Sing|TraditionalMood=Participium|TraditionalTense=Perfectum|VerbForm=Part|Voice=Pass	partiendas,partiens,partiatur,partitus,partiaris,partimur,partire,partita,partior,partiendae,partiendi,partiti,partiris,partiuntur,partiri,partiturum,partitur,partito,partiamur,partiebantur,partirentur	Tac,Person,Mood,InflClass,Tense
neque	CCONJ	nec,neque	4863	Polarity=Neg		
unde	PRON	unde	1685	AdvType=Loc|Form=Adverbial|PronType=Int,Rel		
totidem	DET	totidem	138	Compound=Yes|Form=Adverbial,Emp|NumType=Card|PronType=Dem		
perinde	ADV	perinde	86	_		
sub	ADP	sub	1536	AdpType=Prep|Gender=Fem,Masc,Neut		
huc	DET	hoc,huc,huci,hucine	646	AdvType=Loc|Form=Adverbial|PronType=Dem		
tum	ADV	tum	2748	AdvType=Tim|Gender=Fem|PronType=Dem		
super	PRON	super	107	Form=Adverbial		
intro	PRON	intro	98	Form=Adverbial		
inde	PRON	ind,inde	885	AdvType=Loc|Form=Adverbial|PronType=Dem		
insuper	PRON	insuper	79	AdvType=Loc|Compound=Yes|Form=Adverbial		
rursus	PRON	rursum,rursumque,rursus,rursusque,rusum,rusus	599	Form=Adverbial|VerbForm=Part		
ac	CCONJ	ac	5550	Gender=Masc		
cito	VERB	citissime,citissume,citius,cito	295	AdvType=Tim|Degree=Abs,Cmp|Form=Adverbial	citarentur,citat,citabantur,citem,citatur,citaretur,citaret,citaui,citamur,citatas,citauit,citato,citarier,citari,citabat,citati,citatum,citatis,citabo,citabere,citentur,citantur,citatus,citetur,cita,citarem	TraditionalMood,Aspect,Person,InflClass[nominal],Mood,TraditionalTense,Number,VerbForm,Case,InflClass,Voice,Gender,Tense
ter	NUM	ter	229	Form=Adverbial|NumType=Mult		
retro	PRON	retro	156	AdvType=Loc|Form=Adverbial		
penitus	NOUN	penitus	189	AdvType=Loc|Form=Adverbial		
siue	CCONJ	seu,siue	1111	_		
subito	VERB	subito	315	Form=Adverbial|VerbForm=Part		
iam	ADV	iam	4854	AdvType=Tim		
saepe	ADV	saepe,saepissime,saepissume,saepius,sepe,sepissime	1619	AdvType=Tim|Degree=Abs,Cmp		
frustra	ADV	frustra	327	_		
nunc	ADV	nunc,nunciam	3556	AdvType=Tim		
ubi	SCONJ	ubi	1901	AdvType=Loc|PronType=Rel		
quo	PRON	quo	369	AdvType=Loc|Form=Adverbial|PronType=Int,Rel		
utrimque	DET	utrimque,utrinque	141	AdvType=Loc|Form=Adverbial,Emp|PronType=Con		
post	ADP	post	1270	AdpType=Prep		
sentio	VERB	sentiendi,sentientia	2	Aspect=Imp,Prosp|Case=Gen,Nom|Gender=Neut|InflClass[nominal]=IndEurI,IndEurO|Lilaflcat=LatI|Number=Plur,Sing|TraditionalMood=Gerundium,Participium|TraditionalTense=Praesens|VerbForm=Part|Voice=Act,Pass	senserim,sentirem,sentientis,sentientium,sensistis,sentimus,sensurus,sensura,sentientibus,sensurum,sensurae,sentiremus,senties,senseritis,sensuri,sensero,sentis,sensere,sentias,sentiunt,sentitur,senserant,sensissem,sentientem,sensuros,sentiuntur,sentiret,senseris,sentit,sentientes,sentirent,sensisses,sensisti,sensuram,sentient,sentiens,sentio,sentiemus,sentiendum,sentite,sentitis,sensisset,sensissent,sentiamus,senti,sentiendo,sentienti,sentiat,senseras,sentietis,sensisse,sentiri,sensit,sentiretur,sentiebat,sentiatur,sentiatis,sensi,sentire,sentiant,senserint,sentiebam,sentiet,sensimus,sentiente,senserunt,sentires,sentiam,sentiebant,sentiebatis,senserat,senserit	Tac,Person,Mood,InflClass,Tense
propior	ADJ	propiora,propiore,propiorem,propiores,propioribus,propioris,propius,proximae,proximarum,proximas,proximiorem,proximo,proximorum,proximos,proxuma,proxumae,proxumam,proxumi,proxumis,proxumo,proxumos,proxumum,proxumus	264	Case=Abl,Acc,Dat,Gen,Loc,Nom|Gender=Fem,Masc,Neut|Number=Plur,Sing	proximam,proxima,proximis,proximum,proximus,propior,proximi	InflClass,Degree
leuiter	ADJ	leuissime,leuiter,leuius	122	Degree=Abs,Cmp|Form=Adverbial		
tunc	ADV	tum,tunc	762	AdvType=Tim|ExtPos=ADV|PronType=Dem		
illuc	DET	illuc	199	AdvType=Loc|Form=Adverbial|PronType=Dem		
postquam	SCONJ	postquam	654	Compound=Yes|PronType=Rel		
uenio	VERB	uenissemus	1	Aspect=Perf|Lilaflcat=LatI|Mood=Sub|Number=Plur|Person=1|Tense=Pqp|TraditionalMood=Subiunctivus|TraditionalTense=Plusquamperfectum|Voice=Act	uenisti,ueni,ueniunt,uenient,uenientem,ueniebamus,ueniretur,uenirent,ueniretis,ueniant,ueniri,ueneris,uenimu,uenturis,uenios,uenires,uenientia,uenerant,ueniremus,uenisse,uenturos,ueneramus,uenerim,uenisset,uenies,uenistis,uenturus,uenere,ueneras,ueniens,ueniet,ueniente,uenite,ueniamus,uenerit,uenio,uenero,ueniat,ueniendi,ueniendum,uenientum,uenis,uenturae,ueniebat,uenientibus,uenisses,ueneratis,uenito,uenissent,ueniebam,ueniundum,ueneram,ueniebatis,ueniam,uentura,uenerunt,ueniret,ueniatur,uenturi,uenerint,uenturum,uenerimus,uenientis,uenitis,uenturam,uenimus,uenientium,uenirem,uentum,ueniundi,uenit,uenturo,uenitur,uenire,uenissetis,uenienti,uenerat,uenientes,uenias,uenturas,uenissem,ueniebant,ueniemus,ueniatis	Tac,InflClass[nominal],VerbForm,Case,InflClass,Gender
paene	ADV	paene,paenissume,pene	349	Degree=Abs		
purus	ADJ	pure	1	Degree=Cmp|Form=Adverbial	purissimis,purior,puram,puros,purius,pura,purissimam,puras,puro,purae,purum,puri,purus,purissima,purissimum,puris,purissimas	Number,Case,Gender,InflClass
qua	PRON	qua	57	AdvType=Loc|Form=Adverbial|PronType=Int,Rel		
adhuc	PRON	adhoc,adhuc	1204	AdvType=Tim|Compound=Yes|Form=Adverbial|PronType=Dem		
modo	ADV	modo	2052	AdvType=Tim|Gender=Masc		
parum	DET	minime,minu,minus,parum	1625	Degree=Abs,Cmp|Form=Adverbial		
illo	DET	illo	62	Form=Adverbial		
sero	ADJ	serissime,serius,sero	84	AdvType=Tim|Degree=Abs,Cmp|Form=Adverbial		
unde	SCONJ	und,unde,undeunde	437	PronType=Rel		
semel	ADV	semel	325	NumType=Mult|NumValue=1		
ultra	ADP	ultra	180	AdpType=Prep		
ex	ADP	e,ex	12231	AdpType=Prep|Gender=Fem,Masc,Neut		
prius	ADJ	priu,prius	671	AdvType=Tim|Degree=Cmp|Form=Adverbial|NumType=Ord		
utinam	SCONJ	utinam	220	Compound=Yes		
finio	VERB	finiatur,finitarum,finitas,finitorum,finitos	6	Aspect=Imp,Perf|Case=Acc,Gen|Gender=Fem,Masc,Neut|InflClass[nominal]=IndEurA,IndEurO|Lilaflcat=LatI|Mood=Sub|Number=Plur,Sing|Person=3|Tense=Pres|TraditionalMood=Participium,Subiunctivus|TraditionalTense=Perfectum,Praesens|VerbForm=Part|Voice=Pass	finierant,finiuisset,finiturus,finias,finiebatur,finiti,finitae,finitis,finiuit,finit,finiendae,finitus,finiam,finito,finisse,finis,finiet,finiuntur,finiendum,finiamus,finienda,finierim,finiens,finire,finiere,finitur,finieram,finio,finiri,finierat,finiat,finiatis,finiebat,finies,finisset,finitum,finierunt,finissem,finitam,finierit,finiantur,finiunt,finiret,finieris,finirent,finita	Tac,InflClass
aliquando	PRON	aliquando	505	Compound=Yes|Form=Adverbial|PronType=Rel		
nutrio	VERB	nutriamur,nutriret,nutriti,nutritos	8	Aspect=Imp,Perf|Case=Acc,Gen,Nom|Gender=Masc,Neut|InflClass[nominal]=IndEurO|Lilaflcat=LatI|Mood=Sub|Number=Plur,Sing|Person=1,3|Tense=Past,Pres|TraditionalMood=Participium,Subiunctivus|TraditionalTense=Imperfectum,Perfectum,Praesens|VerbForm=Part|Voice=Act,Pass	nutrit,nutriuntur,nutrisse,nutritus,nutritis,nutriendus,nutriamus,nutribat,nutritas,nutrire,nutritur,nutriat,nutriuit,nutrito,nutriunt,nutrientibus,nutrimus,nutriebat,nutriant,nutrierat,nutrierunt,nutriri,nutrita,nutribant,nutrieras,nutriente,nutrieris	InflClass
etiamnunc	ADV	etiamnum,etiamnunc	92	_		
sine	ADP	sine	2517	AdpType=Prep|Gender=Fem,Masc		
tot	DET	tot	891	NumType=Card|PronType=Dem|Reduplication=NumType:Dist		
en	INTJ	en	168	_		
ultro	ADJ	ultro	280	AdvType=Loc|Form=Adverbial		
etiam	PART	etiam	7204	Compound=Yes|ExtPos=SCONJ|Form=Emp|Gender=Masc,Neut|Tac=esse		
contra	ADP	contra	1234	AdpType=Prep		
peruenio	VERB	perueniamus,perueniatur,perueniendum	13	Aspect=Imp,Prosp|Case=Acc|Gender=Neut|InflClass[nominal]=IndEurO|Lilaflcat=LatI|Mood=Sub|Number=Plur,Sing|Person=1,3|Tense=Pres|TraditionalMood=Gerundium,Subiunctivus|TraditionalTense=Praesens|VerbForm=Part|Voice=Act,Pass	peruenitur,peruenturum,perueni,peruenerint,peruenirent,peruenisti,perueniret,peruenerat,peruenietur,peruenisset,peruenire,peruenis,peruentum,peruenistis,peruentura,perueniant,perueniet,peruenturae,perueniat,perueneram,perueniunt,peruenerunt,peruenias,peruenturam,peruenturus,perueniente,peruenimus,peruenissent,peruenerim,peruenere,perueniretur,perueniam,peruenirem,peruenit,peruenerant,peruenturos,perueneris,perueniendi,perueneramus,perueniebat,peruenero,peruenisses,preuentum,peruenerit,peruenies,peruenientem,peruenisse,perueniri	Tac,InflClass
procul	PRON	procul	467	AdvType=Loc|Form=Adverbial|Gender=Neut		
quam	PRON	quam	1122	Form=Adverbial|Gender=Fem|PronType=Int,Rel		
prope	PRON	prope,propius,proxime,proximum,proxume	543	Degree=Abs,Cmp|Form=Adverbial		
tempe	NOUN	tempe	18	Gender=Fem|NameType=Geo|Variant=Greek		
horrendum	ADV	horrendum	9	_		
sic	ADV	seic,sic,sici,sicin	3644	ExtPos=SCONJ|PronType=Dem		
circa	PRON	circa	38	Form=Adverbial		
bis	NUM	bis	262	Form=Adverbial|NumType=Mult		
licet	SCONJ	licet	453	_		
undecumque	PRON	undecumque	6	Form=Adverbial		
potius	ADJ	potissime,potissimum,potissumum,potius	856	Degree=Abs,Cmp|Form=Adverbial		
ante	ADP	ante	1191	AdpType=Prep|Gender=Fem,Masc		
usquam	PRON	usquam,usquamst	93	Form=Adverbial		
nimis	ADJ	nimi,nimis	286	Form=Adverbial		
istuc	DET	istuc	17	Form=Adverbial		
ne	SCONJ	ne,ni	3291	Polarity=Neg		
bene	ADJ	bene,meliu,melius,optime,optume	1601	Degree=Abs,Cmp|Form=Adverbial		
pariter	ADJ	pariter	368	Form=Adverbial		
o	PART	o	59	PartType=Emp		
nescio	VERB	nescierunt	1	Aspect=Perf|Lilaflcat=LatI|Mood=Ind|Number=Plur|Person=3|Tense=Past|TraditionalMood=Indicativus|TraditionalTense=Perfectum|Voice=Act	nescierim,nescituro,nescirent,nescientes,nescimus,nesciremus,nescieram,nesciunt,nescisti,nescirem,nescire,nesciebam,nesciit,nesciebat,nesciretur,nesciamus,nesciui,nesciente,nestire,nescierit,nesciens,nesciebas,nescitis,nescientibus,nescires,nesciuere,nescissemus,nescias,nesciam,nescies,nescienti,nesciet,nescientis,nesciat,nescio,nesciret,nescieris,nescit,nescis,nescisse,nesciant,nesciuit,nesciebant,nescierat,niscit,nescibas,nescierint,nescientem,nescistis	InflClass[nominal],VerbForm,Case,Gender,InflClass,Polarity
nefas	NOUN	nefas	232	Gender=Fem,Masc,Neut|Polarity=Neg		
late	ADJ	late,latissime,latius	269	Degree=Abs,Cmp|Form=Adverbial		
ubi	PRON	ubi	505	AdvType=Loc|Form=Adverbial|PronType=Int,Rel		
num	PART	num	597	PartType=Int|Polarity=Neg		
quid	PRON	quid	263	Form=Adverbial|PronType=Int,Rel		
certe	VERB	certe,certius	636	Degree=Cmp|Form=Adverbial		
cur	PRON	cur,quor,qur	905	Form=Adverbial|PronType=Int,Rel		
quonam	PRON	quonam	13	Form=Adverbial|PronType=Int		
seu	CCONJ	seu	470	_		
differo	VERB	differenter,differentius	3	Degree=Cmp|Form=Adverbial|TraditionalMood=Participium|TraditionalTense=Praesens	distulisti,differendum,differas,differrent,differamus,dilatis,dilaturum,differentem,differs,dilatae,dilatum,dilato,distuli,differret,differetur,differimus,differendi,differentes,differatur,differor,differentium,differe,differant,differri,differemus,differrem,dilatus,differebat,dilati,different,differre,differendae,differebant,distulisset,dilatas,differunt,differet,dilata,differenda,differtur,distulisse,distuleram,differat,differebantur,differebatur,distulimus,differt,distulero,distulere,distulerunt,differ,differier,differuntur,differretur,differam,differendam,distulerant,distulerat,differens,differte,distulit,differentia,differo,differendis	Tac,Aspect,Person,InflClass[nominal],Mood,Number,VerbForm,Case,InflClass,Voice,Gender,Tense
furtim	VERB	furtim	63	Form=Adverbial		
semper	ADV	semper	1847	AdvType=Tim|Gender=Masc		
rite	NOUN	rite	62	Form=Adverbial		
saltem	ADV	saltem,saltim	142	_		
exprimo	VERB	expressius	1	Degree=Cmp|Form=Adverbial|TraditionalMood=Participium|TraditionalTense=Perfectum	exprimens,exprimant,expressisset,expressere,expressisti,exprimis,expresserit,exprimendum,expressi,exprimuntur,expressior,exprimunt,exprimeremus,expressisse,exprimamus,expresse,expresserunt,exprimat,exprimimus,expressam,expriment,expresserint,est,exprimet,exprimerem,exprimerent,exprimas,exprimente,exprimatur,expresserim,exprimebat,expressae,exprimit,exprimitur,exprimere,expressus,expressum,exprimantur,exprimendus,exprimentibus,exprimito,expressas,exprimitis,expressa,exprimitos,exprimentes,exprimeret,expressit,expresserat,expressis,expressero,expresso,exprimentem,exprimendam,exprimam,expresserant,expressimus,exprimentia,exprimi	Tac,Person,Aspect,InflClass[nominal],Mood,Number,VerbForm,Case,InflClass,Voice,Gender,Tense
quin	PART	quin	13	Polarity=Neg|PronType=Rel		
ulterior	ADJ	ulterior,ulteriora,ulteriore,ulteriorem,ulteriores,ulteriori,ulterioribus,ulterioris	62	Case=Abl,Acc,Gen,Nom|Gender=Fem,Masc,Neut|Number=Plur,Sing	ulterius	InflClass,Degree
nimium	ADJ	nimium	263	Form=Adverbial		
digne	ADJ	digne,dignius	16	Degree=Cmp|Form=Adverbial		
propere	ADV	propere	61	_		
inuenio	VERB	inueniantur,inueniens,inuenimur	8	Aspect=Imp|Case=Nom|Gender=Masc|InflClass[nominal]=IndEurI|Lilaflcat=LatI|Mood=Ind,Sub|Number=Plur,Sing|Person=1,3|Tense=Pres|TraditionalMood=Indicativus,Participium,Subiunctivus|TraditionalTense=Praesens|VerbForm=Part|Voice=Act,Pass	inueniat,inuenta,inuentus,inuenieris,inuenerant,inueniret,inuenire,inueniunt,inuenientur,inueniare,inuentorum,inuenere,inuenerim,inueniebant,inuenis,inuenias,inueniendis,inuenisse,inuenissent,inueniant,inuentura,inueniet,inuenerat,inuenirem,inueniamus,inuenior,inueniendum,inuenitis,inueniretur,inuentas,inuenitur,inueni,inuentis,inueneram,inueniendus,inuenerint,inuenerunt,inueneritis,inuenturam,inuenturis,inuentu,inueniebatur,inuenientis,inuenies,inuento,inueniemus,inuenio,inueniebantur,inuenero,inuenit,inueneris,inuenientibus,inuente,inuenturum,inuenturos,inuentae,inueniuntur,inuenistis,inuentos,inuenientes,inuenirent,inuenisset,inuenires,inuenietis,inuenissem,inuenerit,inuentam,inueniatur,inueniar,inueniendam,inueniri,inueniundo,esset,inueniebat,inuenirentur,inuenietur,inueniebam,inueniatis,inuentum,inueniam,inuenireris,inueniendi,inuenti,inuenienda,inuenimus,inuenisti,inuenient	Tac,InflClass
contingo	VERB	contingenter	2	Form=Adverbial|TraditionalMood=Participium|TraditionalTense=Praesens	contingerent,contigerint,contingas,contingens,contacta,contingunt,contingit,contactos,continge,contingenti,continguntur,contigerat,contingam,contingeres,contigisset,contigerunt,contingentem,contingo,contingat,contingentium,contingant,contigerant,contingor,contingebant,contigero,contigisse,contingimus,contactas,contingentes,contingentia,contingis,contigisses,contigisti,continget,contingentibus,contacto,contigerit,contigere,contingentis,contactis,contigimus,contingent,contactus,contigit,contigissent,contingebat,contingere,contingeret,contacti,contingi,contactum,contingendam,contingente	Aspect,Person,InflClass[nominal],Mood,Number,VerbForm,Case,InflClass,Voice,Gender,Tense
coram	ADP	coram	74	AdpType=Prep		
